rank,gid,role,priority_score,why
1,100000000331309100,peripheral,1.0,Заглушка
2,100000002224132100,peripheral,0.9996,Заглушка
3,100000003016635100,peripheral,0.9991,Заглушка
4,100000005242320100,peripheral,0.9987,Заглушка
5,100000003684369100,peripheral,0.9982,Заглушка
6,100000000437046100,peripheral,0.9978,Заглушка
7,100000004400305100,peripheral,0.9973,Заглушка
8,100000008710791100,peripheral,0.9969,Заглушка
9,100000002963189100,peripheral,0.9964,Заглушка
10,100000008547948100,peripheral,0.996,Заглушка
11,100000008603629100,peripheral,0.9956,Заглушка
12,100000003835149100,peripheral,0.9951,Заглушка
13,100000004892144100,peripheral,0.9947,Заглушка
14,100000008748914100,peripheral,0.9942,Заглушка
15,100000007442518100,peripheral,0.9938,Заглушка
16,100000007747786100,peripheral,0.9933,Заглушка
17,100000006977207100,peripheral,0.9929,Заглушка
18,100000000343175100,peripheral,0.9924,Заглушка
19,100000006866783100,peripheral,0.992,Заглушка
20,100000003880331100,peripheral,0.9915,Заглушка
21,100000008489922100,peripheral,0.9911,Заглушка
22,100000006274203100,peripheral,0.9907,Заглушка
23,100000007594394100,peripheral,0.9902,Заглушка
24,100000008477350100,peripheral,0.9898,Заглушка
25,100000002527114100,peripheral,0.9893,Заглушка
26,100000008258083100,peripheral,0.9889,Заглушка
27,100000002578405100,peripheral,0.9884,Заглушка
28,100000001965374100,peripheral,0.988,Заглушка
29,100000002241986100,peripheral,0.9875,Заглушка
30,100000005933757100,peripheral,0.9871,Заглушка
