gid,role,role_score,cluster_id,priority_score,evidence
100000000011452100,peripheral,0.5,1,0.6228,Заглушка
100000000018102100,peripheral,0.5,1,0.048,Заглушка
100000000031787100,peripheral,0.5,1,0.5712,Заглушка
100000000041368100,peripheral,0.5,1,0.6873,Заглушка
100000000076451100,peripheral,0.5,1,0.5649,Заглушка
100000000089154100,peripheral,0.5,1,0.8514,Заглушка
100000000190228100,peripheral,0.5,1,0.3125,Заглушка
100000000201868100,peripheral,0.5,1,0.7169,Заглушка
100000000254336100,peripheral,0.5,1,0.5899,Заглушка
100000000267734100,peripheral,0.5,1,0.7903,Заглушка
100000000274067100,peripheral,0.5,1,0.9867,Заглушка
100000000287768100,peripheral,0.5,1,0.3634,Заглушка
100000000288317100,peripheral,0.5,1,0.6005,Заглушка
100000000291906100,peripheral,0.5,1,0.8634,Заглушка
100000000291908100,peripheral,0.5,1,0.798,Заглушка
100000000297649100,peripheral,0.5,1,0.5267,Заглушка
100000000299820100,peripheral,0.5,1,0.0841,Заглушка
100000000307908100,peripheral,0.5,2,0.0165,Заглушка
100000000331309100,peripheral,0.5,1,1.0,Заглушка
100000000332284100,peripheral,0.5,1,0.7954,Заглушка
100000000343175100,peripheral,0.5,1,0.9924,Заглушка
100000000369781100,peripheral,0.5,1,0.0165,Заглушка
100000000375150100,peripheral,0.5,1,0.8043,Заглушка
100000000404740100,peripheral,0.5,1,0.2751,Заглушка
100000000408846100,peripheral,0.5,1,0.3903,Заглушка
100000000413678100,peripheral,0.5,1,0.8857,Заглушка
100000000424935100,peripheral,0.5,1,0.145,Заглушка
100000000425407100,peripheral,0.5,1,0.2153,Заглушка
100000000437046100,peripheral,0.5,1,0.9978,Заглушка
100000000440392100,peripheral,0.5,1,0.6161,Заглушка
100000000456947100,peripheral,0.5,3,0.0044,Заглушка
100000000470237100,peripheral,0.5,1,0.3476,Заглушка
100000000481716100,peripheral,0.5,1,0.0552,Заглушка
100000000489417100,peripheral,0.5,1,0.5474,Заглушка
100000000490383100,peripheral,0.5,1,0.8661,Заглушка
100000000500040100,peripheral,0.5,1,0.2153,Заглушка
100000000507799100,peripheral,0.5,1,0.0552,Заглушка
100000000533217100,peripheral,0.5,1,0.472,Заглушка
100000000534581100,peripheral,0.5,1,0.4844,Заглушка
100000000542087100,peripheral,0.5,1,0.0601,Заглушка
